DATE_LOG,TEMP_LOG
2013-10-01 00:00:10+02:00,37.562
2013-10-01 00:00:23+02:00,37.562
2013-10-01 00:00:36+02:00,37.562
2013-10-01 00:00:49+02:00,37.562
2013-10-01 00:01:01+02:00,37.5
2013-10-01 00:01:14+02:00,37.5
2013-10-01 00:01:27+02:00,37.5
2013-10-01 00:01:40+02:00,37.562
2013-10-01 00:01:53+02:00,37.5
2013-10-01 00:02:06+02:00,37.5
2013-10-01 00:02:19+02:00,37.5
2013-10-01 00:02:32+02:00,37.5
2013-10-01 00:02:45+02:00,37.5
2013-10-01 00:02:58+02:00,37.437
2013-10-01 00:03:11+02:00,37.437
2013-10-01 00:03:24+02:00,37.375
2013-10-01 00:03:36+02:00,37.375
2013-10-01 00:03:49+02:00,37.312
2013-10-01 00:04:02+02:00,37.312
2013-10-01 00:04:15+02:00,37.312
2013-10-01 00:04:28+02:00,37.375
2013-10-01 00:04:41+02:00,37.312
2013-10-01 00:04:54+02:00,37.375
2013-10-01 00:05:07+02:00,37.375
2013-10-01 00:05:20+02:00,37.375
2013-10-01 00:05:33+02:00,37.375
2013-10-01 00:05:46+02:00,37.375
2013-10-01 00:05:58+02:00,37.437
2013-10-01 00:06:11+02:00,37.5
2013-10-01 00:06:24+02:00,37.5
2013-10-01 00:06:37+02:00,37.562
2013-10-01 00:06:50+02:00,37.562
2013-10-01 00:07:03+02:00,37.562
2013-10-01 00:07:16+02:00,37.562
2013-10-01 00:07:29+02:00,37.562
2013-10-01 00:07:42+02:00,37.562
2013-10-01 00:07:55+02:00,37.562
2013-10-01 00:08:08+02:00,37.562
2013-10-01 00:08:20+02:00,37.562
2013-10-01 00:08:33+02:00,37.5
2013-10-01 00:08:46+02:00,37.5
2013-10-01 00:08:59+02:00,37.5
2013-10-01 00:09:12+02:00,37.437
2013-10-01 00:09:26+02:00,37.437
2013-10-01 00:09:39+02:00,37.437
2013-10-01 00:09:51+02:00,37.375
2013-10-01 00:10:04+02:00,37.375
2013-10-01 00:10:17+02:00,37.375
2013-10-01 00:10:31+02:00,37.312
2013-10-01 00:10:44+02:00,37.375
2013-10-01 00:10:57+02:00,37.312
2013-10-01 00:11:09+02:00,37.312
2013-10-01 00:11:22+02:00,37.375
2013-10-01 00:11:35+02:00,37.375
2013-10-01 00:11:48+02:00,37.437
2013-10-01 00:12:01+02:00,37.437
2013-10-01 00:12:14+02:00,37.437
2013-10-01 00:12:27+02:00,37.437
2013-10-01 00:12:40+02:00,37.437
2013-10-01 00:12:53+02:00,37.437
2013-10-01 00:13:06+02:00,37.437
2013-10-01 00:13:18+02:00,37.437
2013-10-01 00:13:31+02:00,37.375
2013-10-01 00:13:44+02:00,37.375
2013-10-01 00:13:57+02:00,37.375
2013-10-01 00:14:10+02:00,37.375
2013-10-01 00:14:23+02:00,37.437
2013-10-01 00:14:36+02:00,37.437
2013-10-01 00:14:49+02:00,37.437
2013-10-01 00:15:02+02:00,37.437
2013-10-01 00:15:15+02:00,37.375
2013-10-01 00:15:28+02:00,37.375
2013-10-01 00:15:40+02:00,37.437
2013-10-01 00:15:53+02:00,37.437
2013-10-01 00:16:06+02:00,37.437
2013-10-01 00:16:19+02:00,37.437
2013-10-01 00:16:32+02:00,37.5
2013-10-01 00:16:45+02:00,37.5
2013-10-01 00:16:58+02:00,37.437
2013-10-01 00:17:11+02:00,37.437
2013-10-01 00:17:24+02:00,37.437
2013-10-01 00:17:37+02:00,37.437
2013-10-01 00:17:50+02:00,37.437
2013-10-01 00:18:02+02:00,37.437
2013-10-01 00:18:15+02:00,37.375
2013-10-01 00:18:28+02:00,37.375
2013-10-01 00:18:41+02:00,37.375
2013-10-01 00:18:54+02:00,37.375
2013-10-01 00:19:07+02:00,37.375
2013-10-01 00:19:20+02:00,37.375
2013-10-01 00:19:33+02:00,37.375
2013-10-01 00:19:46+02:00,37.375
2013-10-01 00:19:59+02:00,37.437
2013-10-01 00:20:12+02:00,37.437
2013-10-01 00:20:25+02:00,37.437
2013-10-01 00:20:37+02:00,37.5
2013-10-01 00:20:50+02:00,37.5
2013-10-01 00:21:03+02:00,37.5
2013-10-01 00:21:16+02:00,37.437
2013-10-01 00:21:29+02:00,37.5
2013-10-01 00:21:42+02:00,37.437
2013-10-01 00:21:55+02:00,37.437
2013-10-01 00:22:08+02:00,37.437
2013-10-01 00:22:21+02:00,37.437
2013-10-01 00:22:34+02:00,37.437
2013-10-01 00:22:46+02:00,37.375
2013-10-01 00:22:59+02:00,37.375
2013-10-01 00:23:12+02:00,37.375
2013-10-01 00:23:25+02:00,37.375
2013-10-01 00:23:39+02:00,37.375
2013-10-01 00:23:52+02:00,37.375
2013-10-01 00:24:04+02:00,37.375
2013-10-01 00:24:17+02:00,37.375
2013-10-01 00:24:30+02:00,37.437
2013-10-01 00:24:43+02:00,37.437
2013-10-01 00:24:56+02:00,37.437
2013-10-01 00:25:09+02:00,37.437
2013-10-01 00:25:22+02:00,37.5
2013-10-01 00:25:35+02:00,37.5
2013-10-01 00:25:48+02:00,37.5
2013-10-01 00:26:01+02:00,37.437
2013-10-01 00:26:14+02:00,37.437
2013-10-01 00:26:26+02:00,37.437
2013-10-01 00:26:39+02:00,37.437
2013-10-01 00:26:52+02:00,37.437
2013-10-01 00:27:05+02:00,37.437
2013-10-01 00:27:18+02:00,37.375
2013-10-01 00:27:31+02:00,37.375
2013-10-01 00:27:44+02:00,37.375
2013-10-01 00:27:57+02:00,37.375
2013-10-01 00:28:10+02:00,37.375
2013-10-01 00:28:23+02:00,37.375
2013-10-01 00:28:35+02:00,37.375
2013-10-01 00:28:48+02:00,37.375
2013-10-01 00:29:01+02:00,37.375
2013-10-01 00:29:14+02:00,37.437
2013-10-01 00:29:27+02:00,37.5
2013-10-01 00:29:40+02:00,37.437
2013-10-01 00:29:53+02:00,37.437
2013-10-01 00:30:06+02:00,37.5
2013-10-01 00:30:19+02:00,37.437
2013-10-01 00:30:32+02:00,37.437
2013-10-01 00:30:45+02:00,37.437
2013-10-01 00:30:57+02:00,37.437
2013-10-01 00:31:10+02:00,37.437
2013-10-01 00:31:23+02:00,37.375
2013-10-01 00:31:36+02:00,37.375
2013-10-01 00:31:49+02:00,37.375
2013-10-01 00:32:02+02:00,37.375
2013-10-01 00:32:15+02:00,37.375
2013-10-01 00:32:28+02:00,37.437
2013-10-01 00:32:41+02:00,37.375
2013-10-01 00:32:54+02:00,37.375
2013-10-01 00:33:07+02:00,37.375
2013-10-01 00:33:20+02:00,37.437
2013-10-01 00:33:32+02:00,37.437
2013-10-01 00:33:45+02:00,37.437
2013-10-01 00:33:58+02:00,37.437
2013-10-01 00:34:12+02:00,37.437
2013-10-01 00:34:24+02:00,37.5
2013-10-01 00:34:37+02:00,37.5
2013-10-01 00:34:50+02:00,37.5
2013-10-01 00:35:03+02:00,37.437
2013-10-01 00:35:16+02:00,37.437
2013-10-01 00:35:29+02:00,37.437
2013-10-01 00:35:42+02:00,37.375
2013-10-01 00:35:55+02:00,37.375
2013-10-01 00:36:08+02:00,37.375
2013-10-01 00:36:21+02:00,37.375
2013-10-01 00:36:34+02:00,37.375
2013-10-01 00:36:46+02:00,37.375
2013-10-01 00:36:59+02:00,37.375
2013-10-01 00:37:12+02:00,37.437
2013-10-01 00:37:25+02:00,37.437
2013-10-01 00:37:38+02:00,37.437
2013-10-01 00:37:51+02:00,37.437
2013-10-01 00:38:04+02:00,37.5
2013-10-01 00:38:17+02:00,37.5
2013-10-01 00:38:30+02:00,37.437
2013-10-01 00:38:43+02:00,37.5
2013-10-01 00:38:56+02:00,37.5
2013-10-01 00:39:08+02:00,37.5
2013-10-01 00:39:21+02:00,37.5
2013-10-01 00:39:34+02:00,37.5
2013-10-01 00:39:47+02:00,37.437
2013-10-01 00:40:00+02:00,37.437
2013-10-01 00:40:13+02:00,37.437
2013-10-01 00:40:26+02:00,37.375
2013-10-01 00:40:39+02:00,37.375
2013-10-01 00:40:52+02:00,37.375
2013-10-01 00:41:05+02:00,37.375
2013-10-01 00:41:18+02:00,37.375
2013-10-01 00:41:31+02:00,37.375
2013-10-01 00:41:44+02:00,37.375
2013-10-01 00:41:57+02:00,37.375
2013-10-01 00:42:10+02:00,37.375
2013-10-01 00:42:23+02:00,37.437
2013-10-01 00:42:35+02:00,37.437
2013-10-01 00:42:48+02:00,37.5
2013-10-01 00:43:01+02:00,37.437
2013-10-01 00:43:14+02:00,37.437
2013-10-01 00:43:27+02:00,37.437
2013-10-01 00:43:40+02:00,37.5
2013-10-01 00:43:53+02:00,37.437
2013-10-01 00:44:06+02:00,37.437
2013-10-01 00:44:19+02:00,37.437
2013-10-01 00:44:32+02:00,37.375
2013-10-01 00:44:45+02:00,37.375
2013-10-01 00:44:57+02:00,37.437
2013-10-01 00:45:10+02:00,37.437
2013-10-01 00:45:23+02:00,37.375
2013-10-01 00:45:36+02:00,37.375
2013-10-01 00:45:49+02:00,37.375
2013-10-01 00:46:02+02:00,37.437
2013-10-01 00:46:15+02:00,37.437
2013-10-01 00:46:28+02:00,37.437
2013-10-01 00:46:41+02:00,37.437
2013-10-01 00:46:54+02:00,37.5
2013-10-01 00:47:07+02:00,37.5
2013-10-01 00:47:20+02:00,37.5
2013-10-01 00:47:32+02:00,37.5
2013-10-01 00:47:45+02:00,37.5
2013-10-01 00:47:58+02:00,37.5
2013-10-01 00:48:11+02:00,37.5
2013-10-01 00:48:24+02:00,37.5
2013-10-01 00:48:37+02:00,37.437
2013-10-01 00:48:50+02:00,37.437
2013-10-01 00:49:03+02:00,37.437
2013-10-01 00:49:16+02:00,37.375
2013-10-01 00:49:29+02:00,37.375
2013-10-01 00:49:42+02:00,37.375
2013-10-01 00:49:54+02:00,37.375
2013-10-01 00:50:07+02:00,37.312
2013-10-01 00:50:20+02:00,37.375
2013-10-01 00:50:33+02:00,37.375
2013-10-01 00:50:46+02:00,37.375
2013-10-01 00:50:59+02:00,37.375
2013-10-01 00:51:12+02:00,37.437
2013-10-01 00:51:25+02:00,37.437
2013-10-01 00:51:38+02:00,37.437
2013-10-01 00:51:51+02:00,37.437
2013-10-01 00:52:04+02:00,37.437
2013-10-01 00:52:17+02:00,37.437
2013-10-01 00:52:29+02:00,37.437
2013-10-01 00:52:42+02:00,37.437
2013-10-01 00:52:55+02:00,37.437
2013-10-01 00:53:08+02:00,37.437
2013-10-01 00:53:21+02:00,37.375
2013-10-01 00:53:34+02:00,37.375
2013-10-01 00:53:47+02:00,37.375
2013-10-01 00:54:00+02:00,37.437
2013-10-01 00:54:13+02:00,37.375
2013-10-01 00:54:26+02:00,37.375
2013-10-01 00:54:39+02:00,37.375
2013-10-01 00:54:51+02:00,37.437
2013-10-01 00:55:04+02:00,37.437
2013-10-01 00:55:17+02:00,37.5
2013-10-01 00:55:30+02:00,37.5
2013-10-01 00:55:43+02:00,37.5
2013-10-01 00:55:56+02:00,37.5
2013-10-01 00:56:09+02:00,37.5
2013-10-01 00:56:22+02:00,37.5
2013-10-01 00:56:35+02:00,37.5
2013-10-01 00:56:48+02:00,37.5
2013-10-01 00:57:01+02:00,37.5
2013-10-01 00:57:13+02:00,37.5
2013-10-01 00:57:26+02:00,37.437
2013-10-01 00:57:40+02:00,37.375
2013-10-01 00:57:53+02:00,37.437
2013-10-01 00:58:06+02:00,37.375
2013-10-01 00:58:18+02:00,37.437
2013-10-01 00:58:31+02:00,37.437
2013-10-01 00:58:44+02:00,37.375
2013-10-01 00:58:57+02:00,37.375
